fid,Hg_con_PPB,Species,Location type,Forest type,Location type_1,time_bnds_1,Land cover/use,SoilQualityData; Nutrient availability,SoilQualityData; Excess salts,SoilQualityData; Workability,SoilQualityData; Toxicity,SoilQualityData; Rooting contitions,SoilQualityData; Oxygen availability to roots,SoilQualityData; Nutrient retention capacity,SoilLandCoverData; barren/very sparsely vegetated land,SoilLandCoverData; grass/scrub/woodland,"SoilLandCoverData; forest land, calibrated to FRA2000 land statistics",SoilLandCoverData; rain-fed cultivated land,"SoilLandCoverData; irrigated cultivated land, according to GMIA 4.0",SoilLandCoverData; total cultivated land,SoilLandCoverData; mapped water bodies,SoilLandCoverData; built-up land (residential and infrastructure),10m_Elevation
70,60,N. antarcticum,remote,/,remote,,20,2,1,3,1,3,1,1,2,52.71328354,41.28671646,0,0,0,4,0,537
71,120,Usnea sp.,remote,/,remote,,20,2,1,3,1,3,1,1,2,52.71328354,41.28671646,0,0,0,4,0,537
72,4.5,celery top pine,Remote,Coniferous,Remote,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
73,1.7,celery top pine,Remote,Coniferous,Remote,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
74,2.2,celery top pine,Remote,Coniferous,Remote,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
75,3.4,celery top pine,Remote,Coniferous,Remote,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
76,1.4,celery top pine,Mining,Coniferous,Mining,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
77,0.2,celery top pine,Mining,Coniferous,Mining,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
78,2.5,celery top pine,Mining,Coniferous,Mining,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
79,1.7,celery top pine,Mining,Coniferous,Mining,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
80,5.8,huon pine,Remote,Coniferous,Remote,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
81,3.3,huon pine,Remote,Coniferous,Remote,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
82,10.6,huon pine,Remote,Coniferous,Remote,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
83,3.6,huon pine,Remote,Coniferous,Remote,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
84,4.8,huon pine,Remote,Coniferous,Remote,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
85,4.6,huon pine,Mining,Coniferous,Mining,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
86,1.6,huon pine,Mining,Coniferous,Mining,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
87,8.3,huon pine,Mining,Coniferous,Mining,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
88,3.5,huon pine,Mining,Coniferous,Mining,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
89,3.8,huon pine,Mining,Coniferous,Mining,,1,2,1,2,1,2,1,1,0,21.45899391,74.84844208,3.462263107,0,3.462263107,0,0.230299994,370
90,72.9,"Broad-leaved Peppermint (Eucalyptus dives), Australian Oak (Eucalyptus obliqua) and Narrow-leaved Peppermint (Eucalyptus radiata).",Remote,Decidous,Remote,,1,1,1,1,1,1,1,1,0,1.548172832,97.67263031,0.777796865,0,0.777796865,0,0.0014,647
91,25,"Broad-leaved Peppermint (Eucalyptus dives), Australian Oak (Eucalyptus obliqua) and Narrow-leaved Peppermint (Eucalyptus radiata).",Remote,Decidous,Remote,,1,1,1,1,1,1,1,1,0,1.548172832,97.67263031,0.777796865,0,0.777796865,0,0.0014,647
92,10.1,"Broad-leaved Peppermint (Eucalyptus dives), Australian Oak (Eucalyptus obliqua) and Narrow-leaved Peppermint (Eucalyptus radiata).",Remote,Decidous,Remote,,1,1,1,1,1,1,1,1,0,1.548172832,97.67263031,0.777796865,0,0.777796865,0,0.0014,647
93,47.8,"Broad-leaved Peppermint (Eucalyptus dives), Australian Oak (Eucalyptus obliqua) and Narrow-leaved Peppermint (Eucalyptus radiata).",Remote,Decidous,Remote,,1,2,1,1,1,1,1,1,0,0,99.15700531,0.549494147,0,0.549494147,0,0.293500006,284
94,24.5,"Broad-leaved Peppermint (Eucalyptus dives), Australian Oak (Eucalyptus obliqua) and Narrow-leaved Peppermint (Eucalyptus radiata).",Remote,Decidous,Remote,,1,2,1,1,1,1,1,1,0,0,99.15700531,0.549494147,0,0.549494147,0,0.293500006,284
95,11.2,"Broad-leaved Peppermint (Eucalyptus dives), Australian Oak (Eucalyptus obliqua) and Narrow-leaved Peppermint (Eucalyptus radiata).",Remote,Decidous,Remote,,1,2,1,1,1,1,1,1,0,0,99.15700531,0.549494147,0,0.549494147,0,0.293500006,284
96,58.3,15 species,Remote,evergreen,Remote,,15,3,1,3,1,3,1,2,0,37.92575836,61.10414886,0.60039252,0,0.60039252,0,0.369700015,1495
97,57,/,Remote,evergreen,Remote,,15,3,1,3,1,3,1,2,0,37.92575836,61.10414886,0.60039252,0,0.60039252,0,0.369700015,1495
98,21,Laguncularia racemosa,Remote,evergreen,Remote,,18,3,1,1,1,1,1,3,0,67.24859619,7.654132843,23.40318108,0.575687826,23.97886848,0,1.118399978,44
99,18,Rhizophora mangle,remote,evergreen,/,,18,3,1,1,1,1,1,3,0,67.24859619,7.654132843,23.40318108,0.575687826,23.97886848,0,1.118399978,44
100,53,Avicennia germinans,remote,evergreen,/,,18,3,1,1,1,1,1,3,0,67.24859619,7.654132843,23.40318108,0.575687826,23.97886848,0,1.118399978,44
101,87.6,/,remote,evergreen,rural,,17,3,1,4,1,4,1,2,0,39.85039139,47.05338669,12.33467388,0.125046402,12.45972061,0,0.636500001,545
102,74.1,"Cecropiaceae, Melastomaceae and Euphorbiaceae",remote,evergreen,remote,,18,3,1,3,1,3,1,2,0,61.09980774,29.83160782,8.134637833,0.004947822,8.139585495,0,0.92900002,1495
103,52.8,Bromeliaceae and Orchidaceae,remote,evergreen,remote,,18,3,1,3,1,3,1,2,0,61.09980774,29.83160782,8.134637833,0.004947822,8.139585495,0,0.92900002,1495
104,48.4,"Araceae, Moraceae (hemiepiphytes), Cactaceae besides the Bromeliaceae and Orchidaceae",remote,evergreen,remote,,18,3,1,3,1,3,1,2,0,61.09980774,29.83160782,8.134637833,0.004947822,8.139585495,0,0.92900002,1495
105,93,/,Remote ,evergreen,Remote ,,16,3,1,3,1,2,1,3,0,15.19695091,80.9030838,3.309877872,0.000887382,3.310765266,0,0.58919996,124
106,56,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
107,67,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
108,101,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
109,40,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
110,64,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
111,84,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
112,57,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
113,111,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
114,74,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
115,73,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
116,94,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
117,71,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
118,63,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
119,13,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
120,15,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
121,19,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
122,16,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
123,24,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
124,28,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
125,23,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
126,10,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
127,12,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
128,128,/,Remote ,evergreen,Remote ,,16,3,1,3,1,2,1,3,0,15.19695091,80.9030838,3.309877872,0.000887382,3.310765266,0,0.58919996,124
129,31,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
130,56,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
131,84,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
132,36,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
133,70,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
134,65,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
135,67,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
136,114,/,Remote ,evergreen,Remote ,,16,3,1,3,1,2,1,3,0,15.19695091,80.9030838,3.309877872,0.000887382,3.310765266,0,0.58919996,124
137,56,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
138,74,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
139,100,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
140,93,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
141,83,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
142,80,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
143,69,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
144,101,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
145,78,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
146,85,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.612715483,97.37210846,0.015175988,0,0.015175988,0,0,107
147,35.1,A?a? ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
148,45,Amescla ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
149,60,Cacau? ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
150,37,Canela,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
151,49,Emba?ba Branca ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
152,54.2,Emba?ba Vermelha ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
153,58.1,Ing? Amarela,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
154,37.4, Leiteira ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
155,43.4,Quina,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
156,41.3,Tachi,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
157,57.9,A?a? ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
158,36.5,Amescla ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
159,26.1,Cacau? ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
160,30.7,Emba?ba Branca ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
161,28.1,Emba?ba Vermelha ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
162,36.8,Laranjinha,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
163,19.3,Marfim,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
164,31.9,Pata de Vaca ,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
165,30.7,Quina,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
166,27.7,Tachi,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
167,33.4,Tucum,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
168,60,/,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
169,111,/,Remote ,evergreen,Remote ,,16,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
170,38,/,Remote ,evergreen,Remote ,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
171,40,/,Remote ,evergreen,Remote ,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
172,55,/,Remote ,evergreen,Remote ,,1,3,1,2,1,1,1,2,0,21.59880638,70.80690002,7.1471982,0.004196307,7.151394367,0,0.442900002,273
173,61,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,1.992000103,7.602321148,84.31106567,0.015113766,0,0.015113766,5.977199554,0.102299996,90
174,57,/,Remote ,evergreen,Remote ,,1,4,1,2,1,1,1,3,0,2.405723572,97.59427643,0,0,0,0,0,93
175,60,/,Remote ,evergreen,Remote ,,1,3,1,1,1,1,3,3,0,3.62412262,96.37587738,0,0,0,0,0,54
176,240,/,urban forest,evergreen,urban forest,,1,3,1,2,1,1,2,3,0,36.0217247,34.74791718,3.165937901,0.008320294,3.174258232,0,26.05610085,290
177,40,/,remote,evergreen,rural,,1,3,1,1,1,1,1,3,0,38.58100128,50.40924835,8.649985313,0.044665489,8.69465065,0,2.315099955,41
178,40,"Carapa guianensis Aubl., Tetragastris altissima (Aubl.) Swart., Theobroma cacao  L., Trichilia sp., Quararibea guianensis Aubl. , Metrodorea Flavida K. Krause , NIc (Rutaceae), Hevea Brasiliensis Muell. Arg. , Alseis sp., Urera sp., ",remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
179,46,Carapa guianensis Aubl.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
180,32,Tetragastris altissima (Aubl.) Swart.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
181,26,Theobroma cacao L.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
182,54,Trichilia sp.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
183,31,Quararibea guianensis Aubl.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
184,31,Metrodorea Flavida K. Krause,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
185,55,NIc (Rutaceae),remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
186,14,Hevea Brasiliensis Muell. Arg.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
187,11.6,Alseis sp.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
188,14.4,Urera sp.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
189,2,Carapa guianensis Aubl.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
190,17,Theobroma cacao L.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
191,7,Trichilia sp.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
192,2,Metrodorea Flavida K. Krause,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
193,2,NIc (Rutaceae),remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
194,6,Hevea Brasiliensis Muell. Arg.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
195,7,Alseis sp.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
196,2,Carapa guianensis Aubl.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
197,2,Tetragastris altissima (Aubl.) Swart.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
198,2,Theobroma cacao L.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
199,2,Trichilia sp.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
200,2,Quararibea guianensis Aubl.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
201,2,Metrodorea Flavida K. Krause,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
202,2,NIc (Rutaceae),remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
203,2,Hevea Brasiliensis Muell. Arg.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
204,2,Alseis sp.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
205,2,Urera sp.,remote,Evergreen,remote,,17,2,1,1,1,1,2,2,0,27.15948677,64.19773865,8.106030464,0.029543661,8.135574341,0,0.507200003,169
206,112,"R. mangle and mangrove crabs, Ucides cordatus,",remote,evergreen,suburban,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
207,237,"Piptadenia gonoacantha, Cordia trichotoma, Metternichia princeps, Colubrina glandulosa, Alchornea iricurana, Miconia tristis, Chrysophyllum flexuosum, Guapira opposita, Senefeldera multiflora and Allophylus sericeus",urban,Evergreen,urban,,1,3,1,1,1,1,1,3,0,35.40159988,56.91726685,2.356531382,0,2.356531382,0,5.32460022,116
208,35.1,A?a?,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
209,45,Amescla,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
210,60,Cacau?,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
211,37,Canela,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
212,49,Emba?ba Branca,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
213,54.2,Emba?ba Vermelha,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
214,58.1,Ing? Amarela,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
215,37.4,Leiteira,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
216,43.4,Quina,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
217,41.3,Tachi,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
218,1,/,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
219,60,/,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
220,57.9,A?a?,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
221,36.5,Amescla,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
222,26.1,Cacau?,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
223,30.7,Emba?ba Branca,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
224,28.1,Emba?ba Vermelha,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
225,36.8,Laranjinha,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
226,19.3,Marfim,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
227,31.9,Pata de Vaca,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
228,30.7,Quina,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
229,27.7,Tachi,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
230,33.4,Tucum,remote,Evergreen,remote,,13,3,1,2,1,1,1,2,0,56.07871246,23.96482468,18.92502594,0.003738312,18.92876434,0,1.027699947,288
