"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Change Request","Priority","Severity","Type"
1543926,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Bookmarks with no title in bookmark panel disappear when in sync with samsung internet"," ---","P3","normal","defect"
1544388,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Closing tab animation is sluggish / less smooth in Touch mode"," ---","P3","normal","defect"
1544768,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Filetype cannot be added to preferences - checkbox for ""always do this action for this filetype"" is disabled"," ---","P3","normal","defect"
1546021,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Headless performance"," ---","P3","normal","enhancement"
1546062,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Headless doesn't work when redirect is involved"," ---","P3","normal","defect"
1547388,"Firefox","Pocket","nobody","UNCONFIRMED"," ---","Pocket + firefox sync does not work when clearing cookies after closing firefox. Making an exception seems impossible."," ---","P3","normal","defect"
1549899,"Firefox","Installer","nobody","UNCONFIRMED"," ---","Firefox can't update to the latest version due to installer not adding maintenance service registry keys"," ---","P3","normal","defect"
1552426,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Using the default theme syncs the wrong color between different OSs"," ---","P3","S4","defect"
1552773,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Show Content Blocking dropdowns label even when in disabled state"," ---","P3","normal","enhancement"
1554128,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Firefox crashes often on a particular site when tested with Selenium in Docker"," ---","P3","normal","defect"
1555594,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","PDFjs not using printer settings for Page Orientation"," ---","P3","normal","defect"
1555755,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Restore Previous Session is Broken in 67.0 ... it only remembers the leftmost 10 tabs"," ---","P3","normal","defect"
1555785,"Firefox","Screenshots","nobody","UNCONFIRMED"," ---","Screenshots only pictures the on-screen viewport correctly when using `mix-blend-mode`"," ---","P3","normal","defect"
1557516,"Firefox","Pocket","nobody","UNCONFIRMED"," ---","Pocket Integration does not work with Multi-Account containers"," ---","P3","normal","defect"
1558841,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Feature request: Move tab to other open window"," ---","P3","normal","enhancement"
1559652,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Massive replications of the Firefox folder and its contents when Firefox is running"," ---","P3","normal","defect"
1560997,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Custom schema fails intermittently with ""The address wasn't understood"""," ---","P3","normal","defect"
1561264,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Click on toolbar button and fast moving mouse down activates menu item"," ---","P3","normal","defect"
1561652,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Top Site Icon Transparent Background is white for manually selected images"," ---","P3","normal","defect"
1567822,"Firefox","about:logins","nobody","UNCONFIRMED"," ---","about:logins should re-use an already open tab"," ---","P3","normal","enhancement"
1568358,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Provide user with option to delete synced data from account when disconnecting Sync"," ---","P3","normal","enhancement"
1572902,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Disqus escapes the Private Browsing mode"," ---","P3","normal","defect"
1574362,"Firefox","Headless","nobody","UNCONFIRMED"," ---","firefox-bin CPU high in 68.0.1 ESR"," ---","P3","normal","defect"
1574472,"Firefox","Site Identity","nobody","UNCONFIRMED"," ---","Dragging the icon from the URL bar to a file manager window results in “Untitled.lnk” for text files"," ---","P3","normal","defect"
1574732,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Top Sites on New Tab page are not labelled correctly (only lower case is used)"," ---","P3","normal","enhancement"
1577006,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Pop-up blocker info: ""Show 'http://...'"" does not remove pop-up from the list"," ---","P3","normal","enhancement"
1577679,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","display extension name in highlights of new tab page"," ---","P3","minor","enhancement"
1577811,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Firefox is not displaying holder after add resize property on linux"," ---","P3","normal","defect"
1578203,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Problematic interations between sync and icloud-bookmarks extension"," ---","P3","normal","defect"
1579392,"Firefox","General","nobody","UNCONFIRMED"," ---","[meta] improve experience for mobile touch screens"," ---","P3","normal","enhancement"
1579901,"Firefox","Site Identity","nobody","UNCONFIRMED"," ---","API permissions popup in inactive tab steals focus from address bar in other active tab"," ---","P3","normal","defect"
1580432,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","File-url's not allowed in Home Top Sites"," ---","P3","normal","defect"
1580494,"Firefox","Bookmarks & History","nobody","UNCONFIRMED"," ---","Deleted bookmarks in toolbar folder come back at end of list."," ---","P3","normal","defect"
1580633,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Unable to show bookmark in highlight section of blank page."," ---","P3","normal","defect"
1581872,"Firefox","Security","nobody","UNCONFIRMED"," ---","Contextual identity is not preserved for a tab that was open as discarded"," ---","P3","normal","defect"
1584616,"Firefox","Pocket","nobody","UNCONFIRMED"," ---","Problem to save pages to pocket"," ---","P3","normal","defect"
1586960,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Containers color selection is not colorblind friendly"," ---","P3","S3","defect"
1587983,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Make it clear what the check marks do in the one-click search engines preferences"," ---","P3","S4","enhancement"
1588749,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Cleanup the Sync error logs should have a threshold for the size"," ---","P3","normal","enhancement"
1589925,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","When you add a pocket bookmark, it plays an animation which blocks the bookmarks from being opened"," ---","P3","minor","defect"
1589978,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Taking a screenshot in headless CLI hangs on Linux"," ---","P3","critical","defect"
1590985,"Firefox","Protections UI","nobody","UNCONFIRMED"," ---","about: protections show wrong date and number of blockings"," ---","P3","normal","defect"
1591804,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Some windows lost after closing firefox"," ---","P3","S3","defect"
1591992,"Firefox","Migration","nobody","UNCONFIRMED"," ---","Can't import stuff from Google Chrome Dev on Windows"," ---","P3","normal","enhancement"
1592436,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Provide a toggle for the search box in private browsing tabs"," ---","P3","normal","enhancement"
1592660,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","After moving tabs to new window, ctrl-w closes all tabs in that window."," ---","P3","normal","defect"
1593205,"Firefox","Screenshots","nobody","UNCONFIRMED"," ---","Built-in screenshot utility serves wrong mime type text/ico"," ---","P3","normal","defect"
1593480,"Firefox","Disability Access","nobody","UNCONFIRMED"," ---","Mac OS (Catalina) ""hover text"" accessibility feature doesn't work in webpages on Firefox"," ---","P3","normal","defect"
1593876,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","hanging + keyboard malfunction"," ---","P3","normal","defect"
1593883,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","Allow content to handle Accel+N and Accel+T in Full Screen mode"," ---","P3","normal","enhancement"
1594307,"Firefox","Protections UI","nobody","UNCONFIRMED"," ---","Protection UI empty when ETP is turned on alongside with adblockers/privacy extensions, confusing the user"," ---","P3","normal","defect"
1594590,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Bookmarks are not shown in overview section on new tab"," ---","P3","normal","defect"
1594838,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","click on pin/link to a local page (e.g. file:///C:/index.html) on about:newtab page do not load content into new created and open tab view"," ---","P3","normal","defect"
1595125,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Firefox deleted all keywords for searches"," ---","P3","critical","defect"
1595159,"Firefox","Headless","nobody","UNCONFIRMED"," ---","headless screenshot takes forever"," ---","P3","normal","defect"
1595702,"Firefox","Sync","nobody","UNCONFIRMED"," ---","share tab via FxA"," ---","P3","normal","enhancement"
1596996,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Reload Tabs: don't reload all tabs for the same site at the same time"," ---","P3","normal","enhancement"
1597141,"Firefox","Bookmarks & History","nobody","UNCONFIRMED"," ---","Button to select the bookmarks folder that you want to be displayed on Bookmarks Toolbar"," ---","P3","normal","enhancement"
1599575,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","[mac] Intermittent New Tab is non-operational"," ---","P3","normal","defect"
1599820,"Firefox","Headless","nobody","UNCONFIRMED"," ---","screenshot fails on big html-files"," ---","P3","normal","defect"
1601148,"Firefox","Sync","nobody","UNCONFIRMED"," ---","User needs to sign into Firefox Sync each time they open Firefox on Mac"," ---","P3","normal","defect"
1601163,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add a ""Dismiss Website"" option in the context menu of ""Top Sites"""," ---","P3","normal","enhancement"
1602182,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Don't sync locked preferences"," ---","P3","normal","defect"
1602697,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Allow instant (and lasting) dismissal of any item recommended by Pocket at about:newtab"," ---","P3","normal","enhancement"
1603441,"Firefox","Headless","nobody","UNCONFIRMED"," ---","AudioContext.currentTime is in ""slow-mo"" when running headless Firefox 71 on Linux"," ---","P3","normal","defect"
1604400,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","opening rss feed while inprivate window causes feed to be opened in non-private window"," ---","P3","normal","defect"
1604642,"Firefox","about:logins","nobody","UNCONFIRMED"," ---","about:logins ""Sort by: Name (A-Z)"" sorts by domain name only -- should then sort by login A-Z within each domain"," ---","P3","normal","enhancement"
1608075,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Display text/* (for example, text/x-java) in browser instead of prompting to download"," ---","P3","N/A","enhancement"
1608656,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","pocket has only one row on new pageand no option to change"," ---","P3","normal","enhancement"
1608718,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Immediately remember the sidebar visibility, not when FireFox exits."," ---","P3","S3","enhancement"
1609657,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","Firefox does not generate an accessibility tree for PDFs"," ---","P3","normal","defect"
1609740,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","Redhat Linux EL 6.10 Firefox v68, Set as Desktop Background not working - Dialog appears and allows but image not actually set"," ---","P3","normal","defect"
1611587,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Bookmarks with no title might be reordered."," ---","P3","normal","defect"
1611605,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Tabs did not get restored from previous session"," ---","P3","S3","defect"
1613577,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Some pending/discarded tabs are loaded when dragged to an existing window"," ---","P3","normal","defect"
1615841,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Multi Tab session saves w/ Mozilla Account."," ---","P3","normal","enhancement"
1616046,"Firefox","Security","nobody","UNCONFIRMED"," ---","Letterboxing does not always set resolution correctly"," ---","P3","normal","defect"
1617503,"Firefox","Bookmarks & History","nobody","UNCONFIRMED"," ---","Bookmark button not working after system returning from standby"," ---","P3","normal","defect"
1617505,"Firefox","Theme","nobody","UNCONFIRMED"," ---","render un-coloured HTML documents using the system colours"," ---","P3","normal","enhancement"
1617658,"Firefox","about:logins","nobody","UNCONFIRMED"," ---","When searching about:logins, select and show the search results' first login."," ---","P3","normal","enhancement"
1618783,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Context menu mostly blank in window opened by -private-window command line option"," ---","P3","normal","defect"
1622175,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Bookmarks toolbar wrong folding after resize window"," ---","P3","S3","defect"
